Year-Make-Model,Price
2011 Dodge Ram 1500,3359
2011 Dodge Ram 1500,6925
2011 Dodge Ram 1500,25977
2011 Dodge Ram 1500,8647
2011 Dodge Ram 1500,39403
2011 Dodge Ram 1500,8967
2011 Dodge Ram 1500,2041
2011 Dodge Ram 1500,41008
2011 Dodge Ram 1500,8968
2011 Dodge Ram 1500,48265
2011 Dodge Ram 1500,8468
2011 Dodge Ram 1500,3163
2011 Dodge Ram 1500,2341
2011 Dodge Ram 1500,30568
2011 Dodge Ram 1500,45714
2011 Dodge Ram 1500,3616
2011 Dodge Ram 1500,4675
2011 Dodge Ram 1500,48163
2011 Dodge Ram 1500,46579
2011 Dodge Ram 1500,35373
2011 Ford F-150,99821
2011 Ford F-150,57983
2011 Ford F-150,64950
2011 Ford F-150,91400
2011 Ford F-150,83762
2011 Ford F-150,78614
2011 Ford F-150,54771
2011 Ford F-150,89174
2011 Ford F-150,85638
2011 Ford F-150,64530
2011 Ford F-150,67859
2011 Ford F-150,60489
2011 Ford F-150,89328
2011 Ford F-150,50702
2011 Ford F-150,81205
2011 Ford F-150,94335
2011 Ford F-150,79027
2011 Ford F-150,98424
2011 Ford F-150,56723
2011 Ford F-150,85236
2011 Ford F-150,77333
2011 Ford F-150,88529
2011 Ford F-150,94428
2011 Ford F-150,89632
2011 Ford F-150,87559
2011 Ford F-150,61654
2011 Ford F-150,3991
2011 Ford F-150,53240
2011 Ford F-150,66859
2011 Ford F-150,4070
2011 Ford F-150,57733
2011 Ford F-150,85031
2011 Ford F-150,92036
2011 Ford F-150,62619
2011 Ford F-150,50087
2011 Ford F-150,53066
2011 Ford F-150,9943
2011 Ford F-150,64390
2011 Ford F-150,73855
2011 Ford F-150,3013
2011 Ford F-150,95596
2011 Ford F-150,68399
2011 Ford F-150,79330
2011 Ford F-150,95897
2011 Ford F-150,32275
2011 Ford F-150,68041
2011 Ford F-150,43303
2011 Ford F-150,93778
2011 Ford F-150,35031
2011 Ford F-150,89437
2011 Ford F-150,37943
2011 Ford F-150,82386
2011 Ford F-150,2194
2011 Ford F-150,2394
2011 Ford F-150,43175
2011 Ford F-150,93924
2011 Ford F-150,41257
2011 Ford F-150,68383
2011 Ford F-150,65933
2011 Ford F-150,96985
2011 Ford F-150,56958
2011 Ford F-150,32348
2011 Ford F-150,81359
2011 Ford F-150,80196
2011 Ford F-150,36429
2011 Ford F-150,95384
2011 Ford F-150,65579
2011 Ford F-150,30645
2011 Ford F-150,54554
2011 Ford F-150,42567
2011 Ford F-150,73116
2011 Ford F-150,86547
2011 Ford F-150,50139
2011 Ford F-150,32333
2011 Ford F-150,63551
2011 Ford F-150,88624
2011 Ford F-150,44731
2011 Ford F-150,33820
2011 Ford F-150,74365
2011 Ford F-150,70024
2011 Ford F-150,86526
2011 Ford F-150,92343
2011 Ford F-150,47594
2011 Ford F-150,94410
2011 Ford F-150,38129
2011 Ford F-150,72524
2011 Ford F-150,36790
2011 Ford F-150,54528
2011 Ford F-150,98388
2011 Ford F-150,53062
2011 Ford F-150,63559
2011 Ford F-150,75092
2011 Ford F-150,44962
2011 Ford F-150,89850
2011 Ford F-150,58627
2011 Ford F-150,31275
2011 Ford F-150,68527
2011 Ford F-150,51896
2011 Ford F-150,33672
2011 Ford F-150,79911
2011 Ford F-150,90071
2011 Ford F-150,80250
2011 Ford F-150,94061
2011 Ford F-150,36616
2011 Ford F-150,54833
2011 Ford F-150,54812
2011 Ford F-150,77308
2011 Ford F-150,83219
2011 Ford F-150,94460
2011 Ford F-150,64480
2011 Ford F-150,82678
2011 Ford F-150,96699
2011 Ford F-150,7069
2011 Ford F-150,6497
2011 Ford F-150,8553
2010 Ford F-150,74637
2010 Ford F-150,98860
2010 Ford F-150,63094
2010 Ford F-150,96179
2010 Ford F-150,66359
2010 Ford F-150,87436
2010 Ford F-150,77899
2010 Ford F-150,84632
2010 Ford F-150,70245
2010 Ford F-150,14137
2010 Ford F-150,18446
2010 Ford F-150,42704
2010 Ford F-150,46857
2010 Ford F-150,31964
2010 Ford F-150,7007
2010 Ford F-150,37586
2010 Ford F-150,51762
2010 Ford F-150,23458
2010 Ford F-150,28461
2010 Ford F-150,23502
2010 Ford F-150,41731
2010 Ford F-150,82917
2010 Ford F-150,31531
2010 Ford F-150,49204
2010 Ford F-150,58256
2010 Ford F-150,32403
2010 Ford F-150,40726
2010 Ford F-150,91796
2010 Ford F-150,30263
2010 Ford F-150,36042
2010 Ford F-150,72086
2010 Ford F-150,11711
2010 Ford F-150,47092
2010 Ford F-150,26453
2010 Ford F-150,27248
2010 Ford F-150,30282
2010 Ford F-150,59245
2010 Ford F-150,7310
2010 Ford F-150,38522
2010 Ford F-150,42556
2010 Ford F-150,3994
2010 Ford F-150,33089
2010 Ford F-150,32410
2010 Ford F-150,16678
2010 Ford F-150,15306
2010 Ford F-150,74542
2010 Ford F-150,63502
2010 Ford F-150,17107
2010 Ford F-150,49525
2010 Ford F-150,57704
2010 Ford F-150,42649
2010 Ford F-150,47859
2010 Ford F-150,65252
2010 Ford F-150,38666
2010 Ford F-150,43977
2010 Ford F-150,4093
2010 Ford F-150,95801
2010 Ford F-150,46275
2010 Ford F-150,77424
2010 Ford F-150,40915
2010 Ford F-150,50893
2010 Ford F-150,43925
2010 Ford F-150,88938
2010 Ford F-150,42263
2010 Ford F-150,89711
2010 Ford F-150,30926
2010 Ford F-150,94648
2010 Ford F-150,31698
2010 Ford F-150,70330
2011 GMC Sierra 1500 Hybrid,33123
2011 GMC Sierra 1500 Hybrid,46006
2011 GMC Sierra 1500 Hybrid,37508
2011 GMC Sierra 1500 Hybrid,36637
2010 GMC Sierra 1500 Hybrid,34551
2010 GMC Sierra 1500 Hybrid,48079
2010 GMC Sierra 1500 Hybrid,40304
2010 GMC Sierra 1500 Hybrid,33401
2011 Ford F-150,6724
2011 Aston Martin DB9 Volante,148808
2011 BMW 5 Series Sedan,62960
2011 BMW 5 Series Sedan,81184
2011 BMW 5 Series Sedan,60810
2010 Mercedes-Benz C-Class,73775
2010 Mercedes-Benz C-Class,99500
2011 Dodge Ram 1500,8468
2011 Dodge Ram 1500,32776
2011 Dodge Ram 1500,6355
2011 Dodge Ram 1500,37281
2011 Dodge Ram 1500,6405
2011 Dodge Ram 1500,41342
2011 Dodge Ram 1500,4645
2011 Dodge Ram 1500,35611
2011 Dodge Ram 1500,3146
2011 Dodge Ram 1500,34423
2011 Dodge Ram 1500,9058
2011 Dodge Ram 1500,44965
2012 BMW 1 Series Convertible,47857
2012 BMW 1 Series Convertible,34914
2012 BMW 1 Series Convertible,70695
2012 BMW 1 Series Coup,84000
2012 BMW 1 Series Coup,50570
2012 BMW 1 Series Coup,84081
2012 BMW 1 Series Coup,98926
2012 BMW 3 Series Sports Wagon,48152
2012 BMW 3 Series Sports Wagon,41348
2012 BMW 3 Series Sports Wagon,43527
2012 BMW 3 Series Sports Wagon,30395
2012 Ford Focus 5-Door,27675
2012 Ford Focus 5-Door,24904
2012 Ford Focus 5-Door,26631
2012 Ford Focus 5-Door,26374
2012 Nissan 370Z Roadster,38774
2012 Nissan 370Z Roadster,36435
2012 Nissan 370Z Roadster,39608
2012 Nissan 370Z Coupe,33221
2012 Nissan 370Z Coupe,47750
2012 Nissan 370Z Coupe,40308
2012 Nissan 370Z Coupe,34536
2012 Nissan 370Z Coupe,39081
2012 Nissan JUKE,21738
2012 Nissan JUKE,27475
2012 Hyundai Veloster,10726
2012 Hyundai Equus,11643
2012 Hyundai Equus,17151
2012 Hyundai Santa Fe,32509
2012 Hyundai Santa Fe,41151
2012 Hyundai Santa Fe,22043
2012 Hyundai Santa Fe,45196
2012 Hyundai Santa Fe,35915
2012 Hyundai Santa Fe,49243
2012 Hyundai Santa Fe,22982
2012 Hyundai Santa Fe,35352
2012 Hyundai Santa Fe,29038
2012 Ford Expedition,78507
2012 Ford Expedition,61470
2012 Ford Expedition,84427
2012 Ford Expedition,63386
2012 Ford Expedition,56666
2012 Ford Expedition,50598
2012 Ford Expedition,75046
2012 Ford Expedition,64237
2012 Ford Expedition,91393
2012 Ford Expedition,66371
2012 Ford Expedition,98511
2012 Ford Expedition,60481
2012 Ford Expedition,82733
2012 Ford Expedition,96213
2012 Ford Expedition,91925
2012 Ford Expedition,77565
2012 Nissan Xterra,29703
2012 Nissan Xterra,22663
2012 Nissan Xterra,21662
2012 Nissan Xterra,23309
2012 Nissan Xterra,26496
2012 Nissan Xterra,24264
2012 Nissan Xterra,29606
2012 Nissan Pathfinder,48757
2012 Nissan Pathfinder,35951
2012 Nissan Pathfinder,35866
2012 Nissan Pathfinder,33881
2012 Nissan Pathfinder,36350
2012 Nissan Pathfinder,40548
2012 Nissan Pathfinder,35607
2012 Nissan Pathfinder,40663
2012 Nissan Pathfinder,45655
2012 Hyundai Veracruz,11056
2012 Hyundai Veracruz,19922
2012 Hyundai Veracruz,10308
2012 Hyundai Veracruz,18115
2012 Infiniti G25,54290
2012 Infiniti G25,37245
2012 Infiniti G25,78425
2012 Infiniti G37 Sedan,41137
2012 Infiniti G37 Sedan,47109
2012 Infiniti G37 Sedan,40574
2012 Infiniti G37 Coupe,45709
2012 Infiniti G37 Coupe,35380
2012 Infiniti G37 Coupe,32199
2012 Infiniti G37 Coupe,40225
2012 Volvo C30,8398
2012 Volvo C30,6756
2012 Jeep Compass,7026
2012 Jeep Compass,15799
2012 Nissan Armada,36907
2012 Nissan Armada,36811
2012 Nissan Armada,49393
2012 Nissan Armada,31053
2012 Nissan Armada,30607
2012 Nissan Armada,30893
2012 Nissan Armada,31696
2012 Nissan Armada,37504
2012 Nissan Armada,39433
2012 Nissan Armada,33037
2012 Nissan Armada,42724
2012 Nissan Armada,38202
2012 Lexus IS,45374
2012 Lexus IS,31001
2012 Lexus IS,47884
2012 Lexus IS,42486
2012 Lexus IS,40131
2012 Lexus IS C,43993
2012 Lexus IS C,30590
2012 Lexus IS C,31419
2012 Lexus IS F,95214
2012 Lexus ES,45583
2012 Lexus LS,89262
2012 Lexus LS,97072
2012 Lexus LS,97412
2012 Lexus LS,60839
2012 Toyota Sienna,44331
2012 Toyota Sienna,39274
2012 Toyota Sienna,43743
2012 Toyota Sienna,41702
2012 Toyota Sienna,48179
2012 Toyota Sienna,43096
2012 Toyota Sienna,30160
2012 Toyota Sienna,39763
2012 Toyota Sienna,44422
2012 Toyota Sienna,41316
2012 Toyota Sienna,37299
2012 Toyota Sienna,39999
2012 Audi A5 Cabriolet,82944
2012 Audi A8,83398
2012 Audi A8,54755
2012 Audi A8,105483
2012 Audi TT RS,97233
2012 Honda Accord Sedan,20260
2012 Honda Accord Sedan,26568
2012 Honda Accord Sedan,20834
2012 Honda Accord Sedan,29493
2012 Honda Accord Sedan,26797
2012 Honda Accord Sedan,21040
2012 Honda Accord Sedan,24199
2012 Honda Accord Sedan,26358
2012 Honda Accord Sedan,26185
2012 Honda Accord Coupe,29518
2012 Honda Accord Coupe,20473
2012 Lexus RX,44688
2012 Lexus RX,49507
2012 Honda Accord Coupe,23441
2012 Honda Accord Coupe,26914
2012 Honda Accord Coupe,27937
2012 Honda Accord Coupe,29788
2012 Honda Accord Coupe,25061
2012 Infiniti G37 Convertible,37590
2012 Infiniti G37 Convertible,37905
2012 Infiniti IPL G Coupe,50785
2012 Infiniti IPL G Coupe,70356
2012 Lexus LFA,52923
2012 Infiniti EX,40545
2012 Infiniti EX,34318
2012 Infiniti EX,41614
2012 Infiniti EX,32426
2012 Infiniti FX,34378
2012 Infiniti FX,33601
2012 Infiniti FX,69854
2012 Infiniti QX56,78590
2012 Infiniti QX56,73076
2012 Dodge Durango,36876
2012 Dodge Durango,36718
2012 Dodge Durango,31582
2012 Dodge Durango,33430
2012 Dodge Durango,30849
2012 Dodge Durango,33060
2012 Dodge Durango,35354
2012 Dodge Durango,32729
2012 Dodge Durango,38617
2012 Dodge Durango,36973
2012 Dodge Durango,33405
2012 Dodge Durango,48392
2012 Jeep Grand Cherokee,19844
2012 Jeep Grand Cherokee,27417
2012 Jeep Grand Cherokee,28857
2012 Jeep Grand Cherokee,21433
2012 Jeep Grand Cherokee,24250
2012 Jeep Grand Cherokee,4766
2012 Jeep Grand Cherokee,22247
2012 Jeep Grand Cherokee,4893
2012 Jeep Grand Cherokee,22676
2012 Toyota 4Runner,35476
2012 Toyota 4Runner,47417
2012 Toyota 4Runner,46592
2012 Toyota 4Runner,39035
2012 Toyota 4Runner,43776
2012 Mazda Mazda2,12752
2012 Mazda Mazda2,12793
2012 Mazda Mazda2,14458
2012 Mazda Mazda2,17383
2012 Toyota Sequoia,68138
2012 Toyota Sequoia,63474
2012 Toyota Sequoia,87901
2012 Toyota Sequoia,79050
2012 Toyota Sequoia,51442
2012 Toyota Sequoia,91549
2012 Toyota Sequoia,85389
2012 Toyota Sequoia,83779
2012 Mazda Mazda3 4-Door,16574
2012 Mazda Mazda3 4-Door,16969
2012 Mazda Mazda3 4-Door,18981
2012 Mazda Mazda3 4-Door,11334
2012 Mazda Mazda3 4-Door,12363
2012 Mazda Mazda3 4-Door,17020
2012 Mazda Mazda3 4-Door,28452
2012 Mazda Mazda3 4-Door,27140
2012 Dodge Charger,45549
2012 Dodge Charger,31420
2012 Volkswagen Tiguan,24276
2012 Volkswagen Tiguan,21974
2012 Volkswagen Tiguan,23557
2012 Volkswagen Tiguan,25478
2012 Volkswagen Tiguan,25624
2012 Volkswagen Tiguan,29615
2012 Volkswagen Tiguan,23818
2012 Dodge Challenger,46637
2012 Dodge Challenger,27848
2012 Dodge Challenger,23661
2012 Dodge Challenger,24368
2012 Dodge Challenger,22831
2012 Dodge Avenger,20176
2012 Dodge Avenger,29410
2012 Dodge Avenger,26025
2012 Dodge Avenger,25853
2012 Dodge Caliber,16855
2012 Dodge Caliber,10202
2012 Volkswagen Jetta,28108
2012 Volkswagen Jetta,28344
2012 Volkswagen Jetta,29039
2012 Volkswagen Jetta,25910
2012 Volkswagen Jetta,23488
2012 Volkswagen Jetta,22605
2012 Volkswagen Jetta,20704
2012 Volkswagen Jetta,20268
2012 Volkswagen Jetta,21724
2012 Volkswagen Jetta SportWagen,24653
2012 Volkswagen Jetta SportWagen,25447
2012 Volkswagen Jetta SportWagen,25746
2012 Volkswagen Jetta SportWagen,24026
2012 Volkswagen CC,20734
2012 Volkswagen CC,23978
2012 Volkswagen CC,43381
2012 Mazda Mazda3 5-Door,12041
2012 Mazda Mazda3 5-Door,14583
2012 Mazda Mazda3 5-Door,15504
2012 Mazda Mazda3 5-Door,24109
2012 Mazda Mazda3 5-Door,23551
2012 Mazda Mazdaspeed3,23509
2012 Dodge Grand Caravan,28831
2012 Dodge Grand Caravan,28834
2012 Dodge Grand Caravan,28188
2012 Dodge Grand Caravan,20540
2012 Dodge Grand Caravan,29103
2012 Mazda MX-5 Miata,26085
2012 Mazda MX-5 Miata,22374
2012 Mazda MX-5 Miata,29879
2012 Mazda MX-5 Miata,28309
2012 Mazda MX-5 Miata,29418
2012 Mazda MX-5 Miata,20359
2012 Dodge Journey,24492
2012 Dodge Journey,29188
2012 Dodge Journey,27942
2012 Dodge Journey,29363
2012 Dodge Journey,27308
2012 Dodge Journey,29188
2012 Dodge Journey,27566
2012 Dodge Journey,28703
2012 Mazda CX-9,26463
2012 Mazda CX-9,26162
2012 Mazda CX-9,26027
2012 Mazda CX-9,22386
2012 Mazda CX-9,21262
2012 Mazda CX-9,29831
2012 Kia Forte,13543
2012 Kia Forte,19209
2012 Kia Forte,15572
2012 Kia Forte,26785
2012 Kia Forte Koup,17780
2012 Kia Forte Koup,18122
2012 Kia Forte Koup,12889
2012 Kia Forte Koup,12724
2012 Kia Forte 5-Door,19686
2012 Kia Forte 5-Door,18562
2012 Honda Civic Sedan,19806
2012 Honda Civic Sedan,16706
2012 Honda Civic Sedan,17544
2012 Honda Civic Sedan,14398
2012 Kia Optima,27908
2012 Kia Optima,27357
2012 Kia Optima,20425
2012 Kia Optima,23815
2012 Kia Optima,22977
2012 Kia Rio 5-Door,16733
2012 Kia Rio 5-Door,13786
2012 Kia Rio 5-Door,10805
2012 Kia Rio 5-Door,12413
2012 Kia Soul,19237
2012 Kia Soul,10759
2012 Kia Soul,10350
2012 Kia Soul,17759
2012 Kia Soul,19242
2012 Volkswagen Passat,20925
2012 Volkswagen Passat,27660
2012 Volkswagen Passat,26120
2012 Volkswagen Passat,22216
2012 Volkswagen Passat,26944
2012 Volkswagen Passat,20257
2012 Volkswagen Touareg,36939
2012 Volkswagen Touareg,33670
2012 Volkswagen Touareg,43924
2012 Volkswagen Touareg,26878
2012 Volkswagen Touareg,27723
2012 Volkswagen Touareg,26572
2012 Volkswagen Touareg Hybrid,80443
2012 GMC Acadia,43778
2012 GMC Acadia,47369
2012 GMC Acadia,37683
2012 GMC Acadia,35228
2012 GMC Acadia,42688
2012 GMC Acadia,43353
2012 GMC Acadia,44124
2012 GMC Acadia,42612
2012 GMC Acadia,37696
2012 GMC Acadia,33634
2012 GMC Terrain,23469
2012 GMC Terrain,24318
2012 GMC Terrain,25658
2012 GMC Terrain,21107
2012 GMC Terrain,23111
2012 GMC Terrain,24471
2012 GMC Terrain,28542
2012 GMC Terrain,28614
2012 GMC Terrain,25912
2012 GMC Terrain,26330
2012 GMC Terrain,24846
2012 GMC Terrain,24654
2012 GMC Terrain,23186
2012 GMC Terrain,21161
2012 GMC Yukon,88187
2012 GMC Yukon,89468
2012 GMC Yukon,63856
2012 GMC Yukon,72232
2012 GMC Yukon XL,93094
2012 GMC Yukon XL,70930
2012 GMC Yukon XL,61841
2012 GMC Yukon XL,98241
2012 GMC Yukon XL,59718
2012 GMC Yukon XL,86176
2012 GMC Yukon XL,84540
2012 Honda Civic Sedan,16884
2012 Honda Civic Sedan,19656
2012 Honda Civic Sedan,23241
2012 Jeep Grand Cherokee,133846
2012 Honda Civic Sedan,13127
2012 Jeep Grand Cherokee,181899
2012 GMC Yukon Hybrid,74050
2012 GMC Yukon Hybrid,90732
2012 Jeep Grand Cherokee,26706
2012 Jeep Grand Cherokee,23980
2012 Jeep Grand Cherokee,141879
2012 Volvo C30,5314
2012 Volvo C30,3132
2012 Volvo C70,3497
2012 GMC Savana,30699
2012 GMC Savana,38131
2012 GMC Savana,40696
2012 GMC Savana,35153
2012 GMC Savana,47196
2012 GMC Savana,5828
2012 GMC Savana,33224
2012 GMC Savana,7341
2012 GMC Savana,42407
2012 GMC Savana,41018
2012 GMC Savana,42783
2012 GMC Savana,41685
2012 Honda Civic Coupe,18553
2012 Honda Civic Coupe,13125
2012 Honda Civic Coupe,14851
2012 Honda Civic Coupe,10590
2012 Honda Civic Coupe,13757
2012 Honda Civic Coupe,15692
2012 Honda Civic Coupe,13885
2012 Honda Civic Coupe,21907
2012 Volkswagen Golf 2-Door,27514
2012 Volkswagen Golf 2-Door,22897
2012 Volkswagen Golf 2-Door,24057
2012 Volkswagen Golf 4-Door,27184
2012 Volkswagen Golf 4-Door,26077
2012 Volkswagen Golf R 2-Door,28741
2012 Jeep Compass,2705
2012 Cadillac CTS Coupe,50877
2012 Cadillac CTS Coupe,85676
2012 Cadillac CTS Coupe,72654
2012 Cadillac CTS Coupe,71429
2012 Cadillac CTS Coupe,82227
2012 Cadillac CTS Coupe,64009
2012 Jaguar XF,98507
2012 Jaguar XF,55267
2012 Jaguar XF,137818
2012 Jaguar XF,142887
2012 Jaguar XJ,82668
2012 Jaguar XJ,58977
2012 Jaguar XJ,144953
2012 Jaguar XJ,186034
2012 Jaguar XJ,166977
2012 Jaguar XJ,195470
2012 Cadillac CTS Sport Sedan,43467
2012 Cadillac CTS Sport Sedan,42738
2012 Cadillac CTS Sport Sedan,67959
2012 Cadillac CTS Sport Sedan,33525
2012 Cadillac CTS Sport Sedan,98767
2012 Cadillac CTS Sport Sedan,32894
2012 Cadillac CTS Sport Sedan,46027
2012 Cadillac CTS Sport Sedan,31099
2012 Cadillac CTS Sport Sedan,40249
2012 Cadillac CTS Sport Sedan,95659
2012 Jeep Grand Cherokee,133941
2012 Jaguar XK Coup,163833
2012 Jaguar XK Coup,58802
2012 Jaguar XK Coup,184604
2012 Jaguar XK Convertible,89327
2012 Jaguar XK Convertible,187267
2012 Jeep Liberty,6763
2012 Jeep Liberty,26625
2012 Jeep Liberty,18292
2012 Jeep Liberty,23395
2012 Jeep Liberty,16380
2012 Jeep Liberty,29499
2012 Jeep Liberty,17773
2012 Cadillac CTS Sport Wagon,49819
2012 Cadillac CTS Sport Wagon,40555
2012 Cadillac CTS Sport Wagon,42232
2012 Cadillac CTS Sport Wagon,32172
2012 Cadillac CTS Sport Wagon,34665
2012 Cadillac CTS Sport Wagon,40415
2012 Cadillac CTS Sport Wagon,41711
2012 Cadillac CTS Sport Wagon,49160
2012 Honda Accord Crosstour Hatchback,20715
2012 Cadillac CTS-V Coupe,63836
2012 Cadillac CTS-V Coupe,80181
2012 Volvo XC90,34741
2012 Volvo XC90,31389
2012 Honda Accord Crosstour Hatchback,28638
2012 Volvo XC70,47956
2012 Cadillac CTS-V Sedan,67124
2012 Cadillac CTS-V Sedan,65821
2012 Volvo XC60,30558
2012 Honda Accord Crosstour Hatchback,27341
2012 Volkswagen Golf R 4-Door,26037
2012 Volkswagen Routan,20168
2012 Volkswagen Routan,26910
2012 Volkswagen Routan,21574
2012 Volkswagen Routan,27173
2012 Volkswagen GTI 2-Door,29245
2012 Volkswagen GTI 2-Door,26740
2012 Jeep Grand Cherokee,118942
2012 Jeep Grand Cherokee,144023
2012 Jeep Grand Cherokee,116652
2012 Jeep Grand Cherokee,171191
2012 Volvo C30,2616
2012 Volvo C30,5294
2012 Volvo C30,6831
2012 Volvo C30,9611
2012 Volvo C30,2453
2012 Volvo C30,8062
2012 Volvo C30,2659
2012 Volvo C30,8000
2012 Volvo C70,8977
2012 Volvo C70,9476
2012 Volvo XC60,35832
2012 Volvo XC60,40387
2012 Volvo XC60,41309
2012 Volvo XC60,43832
2012 Volvo XC60,41380
2012 Volvo XC60,54842
2012 Volvo XC60,37029
2012 Volkswagen GTI 4-Door,21546
2012 Volkswagen GTI 4-Door,26783
2012 Jeep Patriot,8021
2012 Jeep Patriot,12448
2012 Jeep Patriot,15212
2012 Jeep Patriot,13638
2012 Jeep Patriot,10062
2012 Volkswagen Beetle,22102
2012 Volkswagen Beetle,23697
2012 Volkswagen Beetle,20405
2012 Cadillac CTS-V Wagon,91137
2012 Cadillac CTS-V Wagon,63521
2012 Jeep Wrangler,32781
2012 Jeep Wrangler,29002
2012 Jeep Wrangler,27726
2012 Jeep Wrangler,49913
2012 Jeep Wrangler,39771
2012 Jeep Wrangler,39666
2012 Jeep Wrangler,42403
2012 Jeep Wrangler,14859
2012 Jeep Wrangler,14697
2012 Jeep Wrangler,10155
2012 Cadillac SRX Crossover,38045
2012 Cadillac SRX Crossover,41446
2012 Cadillac SRX Crossover,38337
2012 Cadillac SRX Crossover,37055
2012 Cadillac SRX Crossover,92409
2012 Cadillac SRX Crossover,34633
2012 Cadillac SRX Crossover,59234
2012 GMC Savana,23888
2012 GMC Savana,38864
2012 GMC Savana,39377
2012 Jeep Wrangler,17324
2012 Jeep Wrangler,13647
2012 Volvo XC70,40651
2012 Volvo XC70,43609
2012 Volvo XC70,45980
2012 Volvo XC70,38405
2012 Volvo XC70,47155
2012 BMW 3 Series Coup,4371
2012 BMW 3 Series Coup,8353
2012 BMW 3 Series Coup,4730
2012 BMW 3 Series Coup,7237
2012 BMW 3 Series Coup,64138
2012 BMW 3 Series Coup,71664
2012 BMW 3 Series Coup,56091
2012 BMW 3 Series Coup,67171
2012 BMW 3 Series Coup,57210
2012 BMW 3 Series Coup,88182
2012 BMW 3 Series Coup,59906
2012 BMW 3 Series Coup,88308
2012 Volvo XC90,35124
2012 Volvo XC90,45604
2012 Volvo XC90,49915
2012 Volvo XC90,34852
2012 Volvo XC60,34412
2012 Volvo XC60,30069
2012 Volvo XC60,45841
2012 Volvo XC70,31419
2012 Volvo XC70,39551
2012 Volvo XC70,36389
2012 Land Rover LR4,42082
2012 Land Rover LR4,67068
2012 Land Rover LR4,57583
2012 Cadillac Escalade,65018
2012 Cadillac Escalade,69133
2012 Cadillac Escalade,89550
2012 Cadillac Escalade,68643
2012 Cadillac Escalade,99665
2012 Cadillac Escalade,72102
2012 Cadillac Escalade,67375
2012 Cadillac Escalade,64657
2012 Cadillac Escalade Hybrid,53827
2012 Cadillac Escalade Hybrid,98086
2012 Cadillac Escalade Hybrid,74242
2012 Cadillac Escalade Hybrid,80868
2012 Cadillac Escalade ESV,56129
2012 Cadillac Escalade ESV,57453
2012 Cadillac Escalade ESV,97243
2012 Cadillac Escalade ESV,77210
2012 Cadillac Escalade ESV,54338
2012 Cadillac Escalade ESV,77258
2012 Cadillac Escalade ESV,70112
2012 Cadillac Escalade ESV,65273
2012 Land Rover Range Rover,91729
2012 Land Rover Range Rover,173922
2012 Land Rover Range Rover,153106
2012 Land Rover Range Rover,71108
2012 BMW 3 Series Convertible,85370
2012 BMW 3 Series Convertible,94730
2012 BMW 3 Series Convertible,92268
2012 BMW 3 Series Convertible,79754
2012 BMW 3 Series Convertible,58968
2012 BMW 3 Series Convertible,70218
2012 BMW 3 Series Convertible,66803
2012 BMW 3 Series Convertible,87096
2012 Land Rover Range Rover Sport,90763
2012 Land Rover Range Rover Sport,72675
2012 Land Rover Range Rover Sport,61553
2012 Land Rover Range Rover Sport,77664
2012 Volvo XC90,39260
2012 Volvo XC90,40020
2012 BMW 5 Series Sedan,32962
2012 BMW 5 Series Sedan,41549
2012 BMW 5 Series Sedan,41710
2012 BMW 5 Series Sedan,85916
2012 BMW 5 Series Sedan,98280
2012 BMW 5 Series Sedan,82816
2012 BMW 5 Series Sedan,72834
2012 BMW 5 Series Sedan,83088
2012 BMW 5 Series Sedan,59332
2012 Volvo XC90,42607
2012 Volvo XC90,38341
2012 Aston Martin DB9 Coup,144150
2012 Aston Martin DB9 Coup,102400
2012 Aston Martin DB9 Coup,132247
2012 Aston Martin DB9 Volante,198774
2012 Aston Martin DB9 Volante,155183
2012 Acura RL,55973
2012 Acura TSX,28197
2012 Acura TSX,28087
2012 Acura TSX,20485
2012 Acura TSX,31124
2012 Acura TSX Sport Wagon,44968
2012 Acura ZDX,42588
2012 Acura MDX,43454
2012 Subaru Impreza Hatchback,28900
2012 Subaru Impreza Hatchback,27585
2012 Subaru Impreza Hatchback,21396
2012 Subaru Impreza Hatchback,22174
2012 Subaru Impreza Hatchback,23829
2012 Subaru Impreza Hatchback,27851
2012 Subaru Legacy,29689
2012 Subaru Legacy,24053
2012 Subaru Legacy,26075
2012 Subaru Legacy,29777
2012 Subaru Legacy,23120
2012 Subaru Legacy,26816
2012 Mitsubishi Galant,26141
2012 Mitsubishi Galant,22319
2012 Mitsubishi Outlander,21850
2012 Mitsubishi Outlander,25858
2012 Subaru Outback,21312
2012 Subaru Outback,25237
2012 Subaru Outback,26462
2012 Subaru Outback,29869
2012 Buick Verano,22127
2012 Buick Verano,23098
2012 Buick Verano,21108
2012 Aston Martin DBS Volante,193231
2012 Aston Martin DBS Volante,184794
2012 Aston Martin DBS Volante,144550
2012 Aston Martin DBS Volante,122405
2012 Suzuki Kizashi,28821
2012 Suzuki Kizashi,25658
2012 Aston Martin Rapide,139544
2012 Aston Martin Rapide,172958
2012 Aston Martin V12 Vantage,155373
2012 Aston Martin V12 Vantage,137780
2012 Aston Martin V8 Vantage Roadster,103468
2012 Aston Martin V8 Vantage Roadster,102816
2012 Saab 9-3 Sport Sedan,39552
2012 Saab 9-3 Sport Sedan,35784
2012 Saab 9-3 Sport Sedan,36758
2012 Saab 9-3 Sport Sedan,36120
2012 Subaru Forester,21977
2012 Subaru Forester,25938
2012 Subaru Forester,22692
2012 Subaru Forester,23793
2012 Subaru Forester,21994
